åé,ì˙,ójì˙,ïΩãœäOãCâ∑[Åé],,,ïΩãœê‚ëŒéºìx[g/kg'],,,íºíBì˙éÀó [Wh/m2](ÉKÉâÉXì¸éÀäpîΩâfÅE0.89Ç≈èúÇµÇƒäÓèÄâªçœÇ›),,,,,,,,,ìVãÛÅEîΩéÀì˙éÀó [Wh/m2](ÉKÉâÉXì¸éÀäpîΩâfÇΩÇæÇµ0.808ÇÕèÊÇ∂ÇƒÇ¢Ç»Ç¢),,ñÈä‘ï˙éÀ[Wh/m2],,
,,,ëSì˙,7Å`18éû,19Å`6éû,ëSì˙,7Å`18éû,19Å`6éû,S,SW,W,NW,N,NE,E,SE,êÖïΩ,âîíº,êÖïΩ,âîíº,êÖïΩ
1,23,6,15.2,15.9,14.4,5.3,5.3,5.4,2041.2,1606.1,686.0,29.8,.0,31.5,492.7,1275.6,1705.9,1007.7,1666.6,862.4,1724.7
1,24,7,16.5,17.1,16.0,6.2,6.1,6.4,609.1,479.9,212.4,9.9,.0,4.1,112.0,361.7,527.1,960.5,1695.7,510.0,1020.0
1,25,1,16.3,16.4,16.2,9.9,10.0,9.9,135.8,128.6,63.3,4.6,.0,.4,16.5,67.4,114.5,644.5,1160.7,211.7,423.3
1,26,2,17.9,18.6,17.2,9.0,9.3,8.8,215.1,111.8,50.8,8.0,.0,17.3,155.8,238.9,154.2,713.6,1281.6,415.2,830.4
1,27,3,16.2,16.8,15.5,5.7,5.7,5.8,2132.0,1447.5,661.3,75.7,.0,58.8,828.9,1715.1,1774.6,1074.3,1779.4,904.8,1809.6
1,28,4,15.1,16.7,13.5,6.0,5.8,6.2,3033.3,2215.4,1143.8,113.8,.0,135.9,1324.2,2424.8,2449.6,971.8,1523.5,1199.1,2398.1
1,29,5,17.0,18.7,15.3,7.5,7.6,7.4,2601.5,1899.9,1003.5,110.5,.0,119.5,1171.1,2114.9,2113.4,1048.2,1695.7,1115.3,2230.6
1,30,6,19.5,20.6,18.4,9.8,9.6,10.0,1689.6,1188.9,650.5,77.2,.0,88.0,839.1,1453.3,1371.2,1158.9,1970.1,994.9,1989.9
1,31,7,17.7,17.7,17.7,10.1,10.6,9.6,53.9,46.9,30.3,4.5,.0,.2,18.5,36.8,44.6,507.1,917.6,294.8,589.6
2,1,1,15.4,15.7,15.2,6.7,6.5,7.0,1614.3,1033.3,379.8,32.0,.0,33.2,547.1,1267.8,1509.4,1087.1,1831.7,660.0,1320.0
2,2,2,14.4,15.2,13.7,5.8,5.7,5.8,533.4,704.0,462.6,50.7,.0,11.0,64.6,148.1,441.7,905.8,1602.6,768.7,1537.5
2,3,3,15.8,17.4,14.3,7.2,7.4,7.1,3315.0,2381.1,1193.8,118.8,.0,157.4,1445.4,2663.1,2980.4,908.0,1359.5,1020.0,2039.9
2,4,4,18.2,19.7,16.8,9.5,10.1,8.8,896.9,495.4,242.4,20.5,.0,19.9,432.2,795.3,853.2,1065.9,1856.1,541.4,1082.8
2,5,5,15.9,16.2,15.6,7.2,6.9,7.4,1212.5,1245.4,665.2,60.1,.0,14.1,126.0,546.8,1168.2,1061.7,1817.8,661.2,1322.3
2,6,6,14.3,14.3,14.2,7.0,7.3,6.7,68.1,70.3,52.6,12.2,.0,7.5,38.3,56.1,52.9,526.9,952.5,345.4,690.8
2,7,7,14.8,15.5,14.1,6.2,5.9,6.4,1185.2,697.9,216.5,22.9,.0,14.6,365.7,935.3,1237.7,1086.5,1858.5,642.0,1284.0
2,8,1,15.1,15.7,14.5,9.0,9.4,8.7,62.8,54.3,46.4,12.8,.0,8.1,55.2,69.8,47.4,564.4,1021.1,387.3,774.6
2,9,2,15.4,16.0,14.8,9.5,9.6,9.3,75.7,72.3,52.1,12.8,.0,8.0,40.1,64.6,65.4,616.4,1114.2,357.0,714.1
2,10,3,14.5,14.7,14.3,8.9,8.9,9.0,160.7,130.2,77.9,21.6,.0,7.5,50.3,130.1,158.6,725.5,1303.7,311.7,623.4
2,11,0,18.3,18.8,17.7,12.1,12.4,11.7,82.0,111.8,77.8,20.2,.0,2.0,11.5,34.0,76.9,657.9,1188.6,228.5,457.1
2,12,5,19.0,19.4,18.5,11.9,12.2,11.7,693.5,444.6,116.5,8.2,.0,12.6,145.4,497.1,788.4,1059.7,1852.7,365.8,731.5
2,13,6,16.4,17.0,15.7,7.5,7.4,7.6,1029.0,1116.6,806.7,136.2,.0,64.6,421.6,665.3,1003.4,1205.2,2091.1,711.8,1423.5
2,14,7,14.7,15.1,14.4,7.2,7.1,7.2,63.1,59.3,47.8,14.4,.0,8.9,45.2,63.9,57.9,611.6,1106.0,404.7,809.4
2,15,1,15.6,16.2,15.0,8.2,8.1,8.2,127.6,77.1,53.2,15.8,.0,27.3,130.0,171.6,120.8,730.9,1316.5,404.1,808.3
2,16,2,19.0,19.9,18.1,11.9,12.1,11.7,1529.2,1363.5,697.1,50.7,.0,6.4,267.4,818.9,1794.9,1148.0,1917.8,375.1,750.1
2,17,3,16.9,17.5,16.3,8.7,8.3,9.1,1036.1,1125.7,723.9,80.1,.0,29.1,324.5,535.6,1168.7,1189.5,2050.4,622.2,1244.4
2,18,4,17.1,18.4,15.7,7.5,7.9,7.1,1497.4,1347.1,755.8,107.4,.0,87.0,483.3,986.3,1741.2,1236.4,2080.6,917.0,1834.1
2,19,5,20.1,21.2,19.0,10.7,11.0,10.4,2425.9,1727.6,910.1,92.1,.0,221.2,1334.4,2157.5,2852.8,1112.2,1748.0,826.9,1653.8
2,20,6,20.5,20.5,20.6,14.0,14.1,13.8,57.6,86.8,69.5,20.1,.0,3.5,14.4,27.8,61.7,495.3,894.3,336.1,672.2
2,21,7,18.4,18.3,18.4,10.8,10.7,10.9,42.5,45.8,41.0,12.2,.0,9.1,38.5,47.8,44.1,568.6,1029.3,425.7,851.3
2,22,1,16.5,17.4,15.6,7.7,7.6,7.8,1854.8,1015.3,407.3,46.3,.0,225.3,1246.7,1954.2,2319.4,1180.8,1924.8,808.9,1617.7
2,23,2,19.2,19.6,18.7,11.1,11.4,10.8,154.5,74.8,42.6,6.6,.0,4.7,93.9,156.0,200.8,823.4,1478.2,294.2,588.5
2,24,3,18.1,18.3,17.8,9.0,8.9,9.0,829.4,447.5,159.9,32.8,.0,59.6,452.2,818.4,1099.8,1263.7,2193.4,616.4,1232.8
2,25,4,16.0,16.7,15.3,7.5,7.7,7.4,1390.9,1108.4,561.6,86.5,.0,103.3,535.1,1055.1,1867.0,1300.8,2187.6,840.8,1681.7
2,26,5,16.2,17.5,15.0,7.1,6.6,7.5,1335.3,586.1,213.3,39.6,.0,207.8,1089.2,1634.6,1799.5,1252.5,2105.0,829.8,1659.6
2,27,6,17.5,17.4,17.7,10.1,10.5,9.7,36.0,57.1,49.1,14.2,.0,8.5,27.4,29.2,43.9,536.6,971.1,337.9,675.7
2,28,7,19.0,19.7,18.3,11.4,12.3,10.5,264.4,203.3,76.2,22.0,.0,2.7,52.7,175.9,384.3,979.3,1744.5,318.7,637.3
3,1,1,13.6,13.6,13.6,6.6,6.7,6.5,7.2,3.9,4.0,1.5,.0,2.3,9.8,12.1,9.6,331.2,601.3,315.2,630.3
3,2,2,13.7,14.2,13.1,4.9,4.8,5.0,974.3,1558.7,1275.5,499.0,.0,52.7,259.7,557.0,1351.5,1277.9,2189.9,680.9,1361.9
3,3,3,16.1,17.0,15.2,6.8,6.9,6.7,539.6,107.0,77.6,23.7,.0,555.7,1542.8,1537.7,707.3,1030.3,1799.2,654.2,1308.4
3,4,4,15.8,15.9,15.8,9.1,9.1,9.0,101.2,187.2,158.5,32.0,.0,6.8,21.6,27.7,151.5,674.0,1210.7,375.6,751.3
3,5,5,18.5,20.1,16.9,8.5,8.8,8.2,3032.2,3275.4,2488.2,696.5,.0,668.0,2225.8,2979.1,4649.8,881.9,1152.5,1025.8,2051.5
3,6,6,20.6,21.6,19.6,10.8,10.8,10.8,1226.6,860.7,665.2,93.9,.0,525.6,1664.9,1873.8,1920.3,1263.0,2109.7,647.2,1294.4
3,7,7,17.5,17.9,17.1,8.7,8.5,8.9,553.8,591.5,455.4,160.0,.0,41.9,291.2,478.2,901.8,1346.7,2362.1,441.4,882.7
3,8,1,16.7,17.4,16.0,6.8,7.1,6.6,922.3,1411.9,1372.0,426.2,.0,119.3,651.8,827.2,1529.7,1137.2,1917.8,801.3,1602.6
3,9,2,17.0,18.0,15.9,6.8,6.7,6.8,1815.7,1397.1,833.4,163.9,.0,532.5,1717.8,2174.0,3127.5,1273.0,2016.6,925.7,1851.5
3,10,3,17.0,17.2,16.9,8.4,9.0,7.8,240.5,671.4,714.3,285.5,.0,22.2,117.6,144.9,414.6,901.1,1595.6,520.4,1040.9
3,11,4,17.4,18.6,16.2,9.8,10.5,9.1,208.1,145.3,86.7,27.8,.0,218.0,490.1,474.9,368.2,1086.4,1938.7,344.2,688.5
3,12,5,17.3,18.1,16.5,7.0,6.9,7.1,1533.7,1839.5,1401.1,350.2,.0,291.4,1187.9,1444.0,2890.6,1253.4,2003.8,764.1,1528.2
3,13,6,17.3,18.2,16.5,6.2,6.0,6.3,1366.4,1591.4,1194.4,312.6,.0,364.6,1111.0,1355.6,2617.4,1416.6,2326.0,866.4,1732.9
3,14,7,18.9,19.5,18.3,8.8,8.7,9.0,151.2,188.1,146.4,46.1,.0,42.0,120.3,150.4,296.9,1172.8,2103.9,353.0,705.9
3,15,1,20.5,21.4,19.5,12.3,13.1,11.5,57.9,25.6,10.0,4.0,.0,59.2,139.5,141.2,118.0,866.7,1564.2,292.5,585.0
3,16,2,17.5,18.1,16.9,9.8,10.1,9.5,131.6,34.4,32.6,13.6,.0,227.5,549.0,507.2,289.8,726.2,1290.9,415.2,830.4
3,17,3,15.7,15.5,15.8,7.8,8.1,7.5,20.7,28.9,21.6,8.2,.0,2.6,5.5,12.7,43.6,612.5,1109.5,304.7,609.4
3,18,4,15.7,16.0,15.3,6.9,6.8,7.1,49.0,27.2,32.8,17.2,.0,63.7,175.2,168.7,119.6,692.2,1246.7,416.9,833.9
3,19,5,15.4,15.8,15.0,7.6,7.8,7.5,121.4,32.0,19.9,5.9,.0,26.2,143.5,196.5,271.7,981.1,1758.5,415.2,830.4
3,20,0,16.6,17.3,15.9,8.5,8.3,8.6,93.0,172.0,142.2,43.1,.0,10.0,22.1,37.7,218.8,1075.1,1934.1,283.2,566.4
3,21,7,18.4,19.3,17.5,9.9,10.0,9.8,510.7,631.4,514.4,177.0,.0,88.4,391.1,521.6,1248.1,1558.1,2715.6,432.6,865.3
3,22,1,19.0,19.7,18.3,9.8,10.0,9.6,737.7,1594.7,1450.1,476.2,.0,85.4,292.4,359.1,1901.2,1446.7,2449.3,647.2,1294.4
3,23,2,21.4,22.9,19.9,12.2,12.5,11.9,1368.4,2300.1,2110.3,854.9,.0,103.4,597.5,1003.9,3533.5,1284.8,2000.4,739.7,1479.3
3,24,3,22.7,23.8,21.7,14.4,14.4,14.3,1063.1,1082.4,860.4,254.4,.0,417.4,1256.9,1480.7,2849.5,1512.7,2481.8,670.5,1340.9
3,25,4,23.1,24.1,22.0,15.2,15.3,15.1,1190.2,1362.0,1083.4,334.0,.0,457.6,1306.6,1534.8,3294.9,1439.7,2307.4,638.5,1277.0
3,26,5,23.3,24.4,22.2,15.1,15.0,15.2,1530.8,2224.7,2000.3,772.8,.0,573.8,1638.8,1927.0,4459.5,1202.5,1763.1,789.7,1579.4
3,27,6,23.2,24.2,22.2,15.3,15.5,15.2,1045.7,2126.3,1969.2,768.4,.0,150.3,410.4,641.9,3111.8,1351.4,2162.0,636.2,1272.3
3,28,7,22.6,24.5,20.8,14.7,15.9,13.5,803.1,1055.1,749.2,146.8,.0,142.1,511.2,653.2,2397.5,1428.9,2376.0,429.1,858.3
3,29,1,17.4,17.4,17.3,7.4,6.9,8.0,54.6,462.5,596.0,355.6,.0,35.4,76.2,72.8,234.6,1094.1,1963.1,435.5,871.1
3,30,2,18.3,18.2,18.5,10.9,11.8,10.1,14.5,19.4,25.4,15.1,.0,5.4,26.2,31.6,50.1,573.2,1037.4,247.1,494.3
3,31,3,18.4,18.8,17.9,10.5,10.7,10.3,43.2,461.2,599.3,362.2,.0,3.6,11.9,16.3,210.9,893.8,1601.5,412.3,824.6
4,1,4,17.4,18.6,16.1,7.8,7.6,7.9,1277.6,1984.9,1791.4,670.4,.0,622.4,1637.9,1810.2,4671.9,1202.7,1748.0,868.8,1737.5
4,2,5,19.3,20.2,18.4,9.0,9.0,9.0,151.2,108.5,110.2,53.5,.0,423.4,886.3,776.3,733.1,1322.3,2333.0,569.9,1139.7
4,3,6,21.4,22.3,20.6,11.3,11.5,11.1,516.8,1316.6,1175.2,381.8,.1,72.4,144.5,170.8,2003.7,1332.1,2235.3,512.9,1025.8
4,4,7,20.2,20.5,19.9,12.9,13.3,12.5,20.8,60.5,68.8,34.1,.1,33.1,63.9,55.6,98.8,1023.7,1851.5,272.1,544.3
4,5,1,19.0,19.8,18.2,9.5,9.4,9.7,1085.1,2043.4,2001.5,856.8,.6,461.2,1268.1,1450.5,4614.8,1249.3,1838.7,812.9,1625.9
4,6,2,19.0,20.3,17.8,8.4,8.5,8.3,1005.9,1281.8,1071.8,345.6,1.4,870.3,1919.4,1918.7,4372.6,1279.1,1915.5,922.3,1844.5
4,7,3,19.3,20.8,17.8,6.5,6.1,7.0,1083.5,2003.5,1975.7,847.3,1.6,927.8,2084.9,2072.6,5189.7,1143.9,1591.0,1054.8,2109.7
4,8,4,20.2,21.3,19.2,9.3,9.2,9.4,208.8,204.0,189.8,79.8,.5,441.9,879.5,793.9,1139.8,1604.9,2809.8,643.7,1287.4
4,9,5,21.8,22.7,21.0,12.7,12.8,12.6,191.0,295.3,323.2,166.8,1.9,324.7,701.9,633.5,1037.2,1625.6,2856.3,525.7,1051.4
4,10,6,23.3,24.3,22.4,15.7,16.1,15.4,248.8,465.3,410.1,164.3,.7,76.5,157.9,208.1,1196.0,1566.0,2736.5,403.6,807.1
4,11,7,21.0,21.3,20.8,13.2,13.9,12.5,15.5,64.7,71.2,36.2,.5,29.4,43.8,31.8,96.2,868.7,1570.1,288.4,576.8
4,12,1,18.2,19.1,17.2,8.0,8.1,7.9,737.0,1113.8,1041.9,393.8,6.1,1054.0,2110.5,1932.4,4305.7,1380.2,2105.0,843.8,1687.5
4,13,2,19.1,20.6,17.6,9.4,9.4,9.4,403.2,1040.2,1118.7,591.7,3.1,541.8,1014.7,919.8,2619.9,1663.8,2777.2,680.4,1360.7
4,14,3,21.9,23.1,20.7,12.6,12.8,12.5,222.3,384.7,439.7,241.9,4.5,403.5,800.7,738.0,1505.8,1741.3,3023.8,549.5,1099.0
4,15,4,21.2,21.9,20.4,13.3,14.2,12.3,29.8,33.7,39.3,23.6,.9,58.4,127.8,115.9,202.8,1110.8,2000.4,374.5,749.0
4,16,5,18.7,19.4,18.0,8.6,8.6,8.7,684.6,1712.9,1849.5,888.8,12.6,802.2,1645.8,1523.6,4881.2,1297.5,1901.5,851.3,1702.6
4,17,6,20.0,21.0,19.0,9.7,9.3,10.1,214.0,525.7,579.8,332.3,7.0,116.2,272.8,290.8,1414.2,1681.1,2923.8,612.9,1225.8
4,18,7,23.3,24.3,22.4,15.6,16.1,15.2,76.4,295.3,358.3,191.4,5.4,98.4,201.0,175.7,622.7,1579.3,2812.1,355.3,710.6
4,19,1,22.8,23.4,22.3,16.7,17.3,16.0,17.1,44.0,48.4,24.5,.7,24.8,45.0,39.4,134.5,1025.3,1851.5,164.6,329.1
4,20,2,22.1,23.0,21.3,15.4,16.1,14.7,73.0,118.5,99.4,51.1,1.7,51.8,91.6,90.9,510.6,1335.3,2380.7,287.3,574.5
4,21,3,21.1,21.7,20.5,13.5,13.3,13.7,13.9,35.3,39.1,19.7,.9,32.6,56.0,45.8,127.3,1065.9,1925.9,218.6,437.3
4,22,4,21.5,22.6,20.4,14.5,15.0,14.0,41.4,136.8,161.1,82.3,2.0,61.7,116.3,103.9,401.4,1463.7,2623.7,284.9,569.9
4,23,5,21.0,21.3,20.6,12.2,11.8,12.7,41.6,98.2,91.3,45.1,2.1,47.9,81.0,64.4,355.5,1251.4,2242.3,333.2,666.4
4,24,6,22.3,22.6,21.9,15.1,15.3,14.8,10.0,35.6,45.4,28.3,1.9,31.1,48.0,36.5,105.3,997.7,1803.8,229.1,458.2
4,25,7,23.8,24.6,22.9,16.0,15.7,16.3,15.9,58.9,74.5,43.2,2.2,45.6,80.7,64.7,192.1,1172.9,2114.3,315.8,631.5
4,26,1,24.5,25.5,23.4,16.5,16.6,16.5,61.7,290.6,391.2,257.2,11.2,187.5,333.7,266.0,829.6,1696.2,3005.2,440.2,880.4
4,27,2,24.6,25.7,23.5,16.8,17.0,16.6,232.0,1106.1,1429.6,847.9,48.3,853.6,1454.2,1112.6,3386.1,1732.4,2829.6,649.0,1297.9
4,28,3,24.3,25.4,23.1,16.3,16.6,16.1,198.3,570.4,781.4,537.7,56.5,815.3,1389.5,1071.6,2679.8,1714.1,2862.1,637.3,1274.6
4,29,0,22.9,23.7,22.2,14.8,14.8,14.7,55.5,170.1,203.9,100.7,6.7,168.2,355.2,288.9,855.3,1578.2,2790.0,455.3,910.6
4,30,5,22.9,24.3,21.5,13.2,13.2,13.2,325.0,1715.2,2289.5,1395.1,89.9,1393.0,2280.1,1705.5,5600.9,1229.5,1707.3,865.9,1731.7
5,1,6,22.0,22.6,21.4,12.7,12.6,12.8,52.8,96.9,131.8,81.9,12.7,463.9,837.9,635.7,1173.5,1582.2,2766.8,498.9,997.9
5,2,7,22.6,23.4,21.9,13.5,13.6,13.4,78.2,300.1,324.0,130.9,8.2,71.6,108.6,87.2,1094.5,1557.2,2730.7,386.1,772.2
5,3,1,22.9,24.2,21.7,14.8,14.9,14.8,97.3,456.0,560.0,296.7,19.4,593.2,923.2,663.2,2089.5,1859.1,3185.5,437.3,874.6
5,4,0,23.8,25.1,22.5,14.7,14.1,15.3,204.4,582.2,690.9,358.1,31.6,925.8,1579.5,1199.4,3976.6,1550.2,2450.4,529.7,1059.5
5,5,0,23.0,23.6,22.3,16.4,16.7,16.0,3.2,26.7,39.9,28.1,3.8,36.4,52.4,34.1,85.1,923.1,1670.1,165.1,330.3
5,6,0,22.6,22.9,22.3,14.8,14.9,14.7,6.9,96.5,146.5,102.3,5.8,29.2,49.0,36.7,210.4,1177.7,2121.3,313.4,626.9
5,7,5,22.2,23.1,21.4,12.5,12.6,12.5,198.9,1514.5,2165.9,1391.3,132.3,1378.4,2130.1,1480.4,5526.2,1286.5,1820.1,832.7,1665.4
5,8,6,22.6,24.3,21.0,13.1,13.2,13.0,171.5,1451.2,2086.2,1341.1,148.2,1367.5,2038.6,1363.7,5140.1,1385.3,2035.3,810.0,1620.1
5,9,7,23.3,24.6,22.0,14.8,15.0,14.6,26.3,114.2,156.5,86.6,41.2,718.4,1032.2,666.7,1187.5,1589.8,2778.4,400.7,801.3
5,10,1,25.1,26.4,23.8,17.8,18.4,17.3,23.4,227.8,343.7,233.1,30.9,137.7,187.7,119.6,689.1,1658.0,2949.4,339.0,678.0
5,11,2,25.7,26.6,24.8,19.0,19.2,18.8,42.6,197.8,276.0,169.2,35.0,306.3,465.1,311.0,1204.8,1707.5,2992.4,370.4,740.8
5,12,3,26.0,27.0,25.0,19.3,19.5,19.2,63.7,678.3,962.9,593.3,43.8,187.0,297.8,207.5,2205.3,1734.4,2949.4,400.1,800.1
5,13,4,24.9,26.1,23.7,17.7,18.7,16.8,5.9,103.1,170.4,127.3,19.7,99.1,131.3,77.9,274.7,1286.1,2312.0,301.2,602.4
5,14,5,19.9,20.5,19.3,9.5,8.2,10.8,2.0,36.1,57.9,41.1,12.5,64.0,79.9,43.4,114.4,1142.7,2066.7,297.7,595.5
5,15,6,21.1,22.2,20.0,8.3,8.2,8.5,105.6,1282.8,2052.8,1453.2,216.5,1468.3,2135.1,1365.6,5351.2,1360.9,1972.4,926.3,1852.7
5,16,7,23.5,24.3,22.7,13.6,13.7,13.5,14.9,270.0,419.9,271.1,39.5,134.9,184.5,110.0,813.9,1637.7,2901.7,465.8,931.6
5,17,1,26.3,27.5,25.0,18.7,19.1,18.3,52.4,694.8,1116.9,776.7,114.7,283.4,404.2,254.8,2409.5,1787.2,3023.8,475.1,950.2
5,18,2,23.8,24.0,23.6,17.3,17.5,17.1,.0,25.3,50.9,42.8,16.7,55.2,64.6,32.2,43.0,714.4,1294.4,221.0,441.9
5,19,3,25.3,26.3,24.3,17.8,18.2,17.5,6.0,70.4,124.0,95.1,29.6,361.1,512.9,317.3,693.6,1492.3,2648.2,334.9,669.9
5,20,4,25.5,26.2,24.7,18.2,18.4,17.9,2.5,55.2,96.7,72.4,29.4,115.7,139.3,70.9,200.2,1267.0,2284.1,323.9,647.8
5,21,5,26.9,28.2,25.6,18.7,18.8,18.6,16.3,298.6,540.6,413.2,122.3,501.5,642.5,358.8,1261.3,1871.4,3282.0,478.0,956.0
5,22,6,26.9,28.3,25.5,18.5,18.4,18.6,25.8,826.9,1475.0,1150.2,231.7,978.7,1289.0,728.0,2731.7,1881.6,3159.9,611.7,1223.5
5,23,7,26.9,28.1,25.7,19.4,19.6,19.2,31.6,814.0,1341.3,933.4,146.0,951.1,1317.6,775.9,3548.3,1747.5,2845.9,529.2,1058.3
5,24,1,26.8,27.8,25.7,19.2,19.3,19.1,15.7,274.5,509.7,409.0,134.5,1009.4,1411.3,829.2,2211.3,1747.1,2968.0,451.2,902.5
5,25,2,22.1,21.3,22.9,14.1,13.9,14.4,.4,13.8,23.8,18.1,13.6,49.0,54.0,23.3,50.0,733.2,1328.1,210.5,421.0
5,26,3,22.2,23.3,21.2,9.2,9.0,9.5,38.0,1235.9,2190.9,1645.2,341.8,1522.1,2039.4,1147.3,5233.7,1424.4,2096.9,980.4,1960.8
5,27,4,21.1,22.9,19.3,10.3,10.6,10.0,1.2,40.2,70.6,52.5,26.8,151.4,182.3,93.1,216.4,1220.4,2198.1,413.4,826.9
5,28,5,21.4,21.8,21.0,14.7,14.8,14.6,.6,36.6,73.4,60.8,13.2,13.9,17.4,8.9,83.0,1063.0,1924.8,177.9,355.9
5,29,6,22.5,22.6,22.3,16.1,16.4,15.9,.0,20.0,47.9,44.3,14.1,13.3,15.6,7.2,22.0,642.8,1166.5,148.3,296.6
5,30,7,23.1,23.9,22.3,12.9,12.8,13.1,.7,41.8,87.3,73.5,29.3,95.5,115.6,58.3,163.3,1225.9,2213.2,376.2,752.5
5,31,1,23.9,24.8,23.0,12.9,12.9,13.0,15.6,431.3,746.3,525.0,173.7,1187.3,1522.8,824.3,3097.4,1840.4,3056.4,631.5,1263.0
6,1,2,24.7,25.3,24.0,16.4,16.7,16.1,4.8,561.1,1036.0,794.1,144.8,284.3,321.8,146.6,1369.9,1651.9,2872.6,592.0,1183.9
6,2,3,24.7,26.0,23.4,15.6,15.2,15.9,17.6,786.1,1434.5,1079.5,299.5,1416.4,1805.1,949.1,4196.8,1693.2,2684.2,758.3,1516.6
6,3,4,25.3,26.3,24.3,19.0,20.2,17.8,3.0,21.8,37.2,24.9,16.8,82.7,119.0,65.7,433.3,1373.5,2457.4,274.5,548.9
6,4,5,24.3,24.8,23.7,17.9,18.2,17.6,3.2,161.7,290.6,205.5,36.1,46.3,50.7,21.4,647.8,1419.0,2520.2,339.6,679.2
