YEAR,MO,DY,YB,HR,,ROOM-T,CLOD-S,RHEX-S,AHEX-S,FS,ROOM-H,CLOD-L,RHEX-L,AHEX-L,FL,MRT'
   0, 2,24,3,11,0, 22.00, 103.5,  86.6,  53.6,10,  6.66,   5.6,   5.6, -15.6,10, 31.31
   0, 2,24,3,12,0, 22.00, 108.9,  93.9,  62.8,10,  6.66,   4.5,   4.5, -17.4,10, 31.85
   0, 2,24,3,13,0, 22.00, 106.7,  93.4,  63.0,10,  6.66,   4.5,   4.5, -18.0,10, 31.67
   0, 2,24,3,14,0, 22.00, 103.9,  92.2,  61.6,10,  6.66,   5.6,   5.6, -16.9,10, 31.45
   0, 2,24,3,15,0, 22.00,  81.4,  71.1,  39.7,10,  6.66,   5.6,   5.6, -16.2,10, 29.26
   0, 2,24,3,16,0, 22.00,  50.0,  40.9,   8.1,10,  6.66,   5.6,   5.6, -15.6,10, 26.20
   0, 2,24,3,17,0, 22.00,  25.8,  17.9, -16.2,10,  6.66,   5.6,   5.6, -15.2,10, 23.86
   0, 2,24,3,18,0, 22.00,  -1.2,  -8.0, -43.7,10,  6.66,   4.2,   4.2, -16.6,10, 21.24
   0, 2,24,3,19,0, 22.00, -14.0, -19.9, -56.6,10,  6.66,   2.2,   2.2, -18.5,10, 20.04
   0, 2,24,3,20,0, 22.00, -17.7, -22.8, -60.4,10,  6.66,   1.4,   1.4, -19.2,10, 19.73
   0, 2,24,3,21,0, 22.00, -20.1, -24.4, -62.8,10,  6.66,   1.1,   1.1, -19.0,10, 19.57
   0, 2,24,3,22,0, 19.65, -23.8,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 18.48
   0, 2,24,3,23,0, 18.59, -26.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.62
   0, 2,24,3,24,0, 18.03, -28.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.23
   0, 2,25,3, 1,0, 17.61, -29.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.94
   0, 2,25,3, 2,0, 17.24, -30.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.66
   0, 2,25,3, 3,0, 16.88, -31.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.36
   0, 2,25,3, 4,0, 16.52, -32.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.03
   0, 2,25,3, 5,0, 16.17, -32.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 15.71
   0, 2,25,3, 6,0, 15.84, -33.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 15.41
   0, 2,25,3, 7,0, 15.95, -28.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 15.77
   0, 2,25,3, 8,0, 18.31,   0.0,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 19.34
   0, 2,25,3, 9,0, 22.00,  44.9,  10.0, -28.7,10,  6.66,   5.6,   8.5,  -9.2,10, 25.20
   0, 2,25,3,10,0, 22.00,  69.4,  49.8,  15.7,10,  6.66,   5.6,   6.0, -10.8,10, 27.96
   0, 2,25,3,11,0, 22.00,  61.2,  43.8,  13.7,10,  6.66,   5.6,   5.6, -11.2,10, 27.05
   0, 2,25,3,12,0, 22.00,  54.9,  39.4,  11.5,10,  6.66,   4.5,   4.5, -12.5,10, 26.40
   0, 2,25,3,13,0, 22.00,  46.2,  32.5,   5.1,10,  6.66,   4.5,   4.5, -13.2,10, 25.57
   0, 2,25,3,14,0, 22.00,  30.2,  18.2, -10.2,10,  6.66,   5.6,   5.6, -12.5,10, 24.03
   0, 2,25,3,15,0, 22.00,  30.6,  20.0,  -9.5,10,  6.66,   5.6,   5.6, -11.2,10, 24.15
   0, 2,25,3,16,0, 22.00,  47.5,  38.2,   8.9,10,  6.66,   5.6,   5.6, -10.8,10, 25.92
   0, 2,25,3,17,0, 22.00,  41.8,  33.7,   5.1,10,  6.66,   5.6,   5.6, -11.4,10, 25.44
   0, 2,25,3,18,0, 22.00,   6.6,  -0.4, -29.8,10,  6.66,   4.2,   4.2, -12.2,10, 22.00
   0, 2,25,3,19,0, 22.00, -11.1, -17.2, -48.1,10,  6.66,   2.2,   2.2, -13.5,10, 20.31
   0, 2,25,3,20,0, 22.00, -15.1, -20.4, -52.8,10,  6.66,   1.4,   1.4, -14.8,10, 19.98
   0, 2,25,3,21,0, 22.00, -17.6, -22.0, -55.8,10,  6.66,   1.1,   1.1, -15.5,10, 19.81
   0, 2,25,3,22,0, 19.83, -21.5,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 18.76
   0, 2,25,3,23,0, 18.81, -25.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.88
   0, 2,25,3,24,0, 18.25, -26.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.49
   0, 2,26,3, 1,0, 17.82, -28.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.17
   0, 2,26,3, 2,0, 17.43, -29.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.85
   0, 2,26,3, 3,0, 17.08, -30.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.57
   0, 2,26,3, 4,0, 16.70, -31.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.22
   0, 2,26,3, 5,0, 16.34, -32.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 15.88
   0, 2,26,3, 6,0, 16.00, -32.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 15.57
   0, 2,26,3, 7,0, 16.17, -27.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.02
   0, 2,26,3, 8,0, 18.37,  -0.8,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 19.33
   0, 2,26,3, 9,0, 22.00,  43.1,   9.2, -28.8,10,  6.66,   5.6,   8.5,  -9.4,10, 25.07
   0, 2,26,3,10,0, 22.00,  82.1,  63.1,  30.5,10,  6.66,   5.6,   6.0, -11.7,10, 29.27
   0, 2,26,3,11,0, 22.00, 108.8,  91.9,  63.9,10,  6.66,   5.6,   5.6, -12.4,10, 31.86
   0, 2,26,3,12,0, 22.00, 122.1, 107.2,  82.7,10,  6.66,   4.5,   4.5, -13.8,10, 33.19
   0, 2,26,3,13,0, 22.00, 126.9, 113.7,  90.9,10,  6.66,   4.5,   4.5, -13.6,10, 33.70
   0, 2,26,3,14,0, 22.00, 123.4, 111.8,  89.6,10,  6.66,   5.6,   5.6, -12.3,10, 33.42
   0, 2,26,3,15,0, 22.00, 107.4,  97.2,  75.3,10,  6.66,   5.6,   5.6, -11.8,10, 31.89
   0, 2,26,3,16,0, 22.00,  80.8,  71.8,  50.2,10,  6.66,   5.6,   5.6, -11.6,10, 29.30
   0, 2,26,3,17,0, 22.00,  45.6,  37.8,  16.1,10,  6.66,   5.6,   5.6, -11.6,10, 25.86
   0, 2,26,3,18,0, 22.00,  11.9,   5.1, -17.8,10,  6.66,   4.2,   4.2, -13.0,10, 22.56
   0, 2,26,3,19,0, 22.00,  -5.9, -11.7, -36.5,10,  6.66,   2.2,   2.2, -15.0,10, 20.85
   0, 2,26,3,20,0, 22.00, -10.1, -15.1, -41.6,10,  6.66,   1.4,   1.4, -15.6,10, 20.51
   0, 2,26,3,21,0, 22.00, -12.6, -16.8, -44.5,10,  6.66,   1.1,   1.1, -15.9,10, 20.33
   0, 2,26,3,22,0, 20.25, -16.9,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.38
   0, 2,26,3,23,0, 19.34, -20.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.55
   0, 2,26,3,24,0, 18.81, -22.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.15
   0, 2,27,3, 1,0, 18.41, -24.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.83
   0, 2,27,3, 2,0, 18.05, -25.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.53
   0, 2,27,3, 3,0, 17.69, -26.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.20
   0, 2,27,3, 4,0, 17.34, -27.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.89
   0, 2,27,3, 5,0, 17.03, -28.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.61
   0, 2,27,3, 6,0, 16.73, -29.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.34
   0, 2,27,3, 7,0, 16.79, -25.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.60
   0, 2,27,3, 8,0, 18.94,   0.8,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 19.87
   0, 2,27,3, 9,0, 22.00,  43.1,  14.1, -21.2,10,  6.66,   5.6,   8.5,  -7.7,10, 25.27
   0, 2,27,3,10,0, 22.00,  78.8,  62.5,  32.2,10,  6.66,   5.6,   6.0,  -9.4,10, 29.09
   0, 2,27,3,11,0, 22.00, 104.2,  89.7,  63.8,10,  6.66,   5.6,   5.6,  -8.7,10, 31.56
   0, 2,27,3,12,0, 22.00, 116.4, 103.7,  80.6,10,  6.66,   4.5,   4.5,  -8.8,10, 32.78
   0, 2,27,3,13,0, 22.00, 121.4, 110.1,  89.3,10,  6.66,   4.5,   4.5,  -8.1,10, 33.30
   0, 2,27,3,14,0, 22.00, 118.5, 108.6,  89.1,10,  6.66,   5.6,   5.6,  -7.4,10, 33.07
   0, 2,27,3,15,0, 22.00,  70.4,  61.8,  42.8,10,  6.66,   5.6,   5.6,  -7.9,10, 28.31
   0, 2,27,3,16,0, 22.00,  23.5,  16.0,  -2.8,10,  6.66,   5.6,   5.6,  -7.4,10, 23.69
   0, 2,27,3,17,0, 22.00,  15.3,   8.7, -10.8,10,  6.66,   5.6,   5.6,  -7.4,10, 22.93
   0, 2,27,3,18,0, 22.00,   5.4,  -0.2, -20.8,10,  6.66,   4.2,   4.2,  -8.8,10, 22.01
   0, 2,27,3,19,0, 22.00,  -2.7,  -7.5, -29.0,10,  6.66,   2.2,   2.2, -11.2,10, 21.28
   0, 2,27,3,20,0, 22.00,  -5.9, -10.0, -31.9,10,  6.66,   1.4,   1.4, -12.3,10, 21.02
   0, 2,27,3,21,0, 22.00,  -7.6, -11.0, -33.1,10,  6.66,   1.1,   1.1, -12.3,10, 20.91
   0, 2,27,3,22,0, 20.83, -10.8,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 20.25
   0, 2,27,3,23,0, 20.19, -14.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.65
   0, 2,27,3,24,0, 19.81, -15.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.35
   0, 2,28,3, 1,0, 19.53, -16.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.13
   0, 2,28,3, 2,0, 19.28, -17.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.93
   0, 2,28,3, 3,0, 19.06, -18.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.75
   0, 2,28,3, 4,0, 18.86, -18.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.57
   0, 2,28,3, 5,0, 18.66, -19.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.40
   0, 2,28,3, 6,0, 18.48, -19.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.23
   0, 2,28,3, 7,0, 18.38, -19.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.19
   0, 2,28,3, 8,0, 19.12,  -8.9,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 19.37
   0, 2,28,3, 9,0, 22.00,   3.5, -19.1, -44.9,10,  6.66,   5.6,   8.5,   3.2,10, 21.59
   0, 2,28,3,10,0, 22.00,   6.9,  -4.2, -29.6,10,  6.66,   5.6,   6.0,   1.7,10, 22.19
   0, 2,28,3,11,0, 22.00,   6.6,  -3.2, -28.0,10,  6.66,   5.6,   5.6,   2.9,10, 22.10
   0, 2,28,3,12,0, 22.00,   6.7,  -1.8, -25.7,10,  6.66,   4.5,   4.5,   3.2,10, 22.10
   0, 2,28,3,13,0, 22.00,  10.5,   3.0, -20.1,10,  6.66,   4.5,   4.5,   4.2,10, 22.50
   0, 2,28,3,14,0, 22.00,  10.7,   4.2, -18.0,10,  6.66,   5.6,   5.6,   5.7,10, 22.56
   0, 2,28,3,15,0, 22.00,   9.3,   3.7, -18.0,10,  6.66,   5.6,   5.6,   6.4,10, 22.46
   0, 2,28,3,16,0, 22.00,   9.1,   4.4, -17.3,10,  6.66,   5.6,   5.6,   6.8,10, 22.50
   0, 2,28,3,17,0, 22.00,   5.2,   1.2, -20.7,10,  6.66,   5.6,   5.6,   6.6,10, 22.16
   0, 2,28,3,18,0, 22.00,   0.9,  -2.4, -24.2,10,  6.66,   4.2,   4.2,   5.2,10, 21.79
   0, 2,28,3,19,0, 22.00,  -3.5,  -6.2, -28.5,10,  6.66,   2.2,   2.2,   2.6,10, 21.40
   0, 2,28,3,20,0, 22.00,  -6.9,  -9.1, -32.3,10,  6.66,   1.4,   1.4,  -0.1,10, 21.10
   0, 2,28,3,21,0, 22.00,  -9.4, -11.1, -35.8,10,  6.66,   1.1,   1.1,  -3.1,10, 20.89
   0, 2,28,3,22,0, 20.72, -13.6,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 20.09
   0, 2,28,3,23,0, 19.97, -17.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.36
   0, 2,28,3,24,0, 19.50, -19.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.95
   0, 3, 1,3, 1,0, 19.10, -21.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.60
   0, 3, 1,3, 2,0, 18.71, -23.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.22
   0, 3, 1,3, 3,0, 18.34, -24.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.89
   0, 3, 1,3, 4,0, 18.03, -25.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.62
   0, 3, 1,3, 5,0, 17.74, -26.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.35
   0, 3, 1,3, 6,0, 17.44, -26.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.08
   0, 3, 1,3, 7,0, 17.26, -26.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.96
   0, 3, 1,3, 8,0, 17.90, -16.5,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 18.04
   0, 3, 1,3, 9,0, 22.00,  -6.0, -36.0, -72.6,10,  6.66,   5.6,   8.5,  -5.2,10, 20.43
   0, 3, 1,3,10,0, 22.00,  -2.6, -16.6, -53.3,10,  6.66,   5.6,   6.0,  -7.3,10, 21.14
   0, 3, 1,3,11,0, 22.00,   0.4, -12.0, -48.3,10,  6.66,   5.6,   5.6,  -7.6,10, 21.35
   0, 3, 1,3,12,0, 22.00,  -0.4, -11.3, -47.0,10,  6.66,   4.5,   4.5,  -8.6,10, 21.24
   0, 3, 1,3,13,0, 22.00,  -1.1, -10.6, -46.4,10,  6.66,   4.5,   4.5,  -8.1,10, 21.19
   0, 3, 1,3,14,0, 22.00,  -0.3,  -8.6, -44.7,10,  6.66,   5.6,   5.6,  -6.8,10, 21.31
   0, 3, 1,3,15,0, 22.00,  -1.5,  -8.8, -44.9,10,  6.66,   5.6,   5.6,  -6.6,10, 21.24
   0, 3, 1,3,16,0, 22.00,  -2.7,  -9.0, -45.0,10,  6.66,   5.6,   5.6,  -6.6,10, 21.18
   0, 3, 1,3,17,0, 22.00,  -4.9, -10.3, -46.2,10,  6.66,   5.6,   5.6,  -6.8,10, 21.03
   0, 3, 1,3,18,0, 22.00,  -9.0, -13.6, -49.5,10,  6.66,   4.2,   4.2,  -8.2,10, 20.67
   0, 3, 1,3,19,0, 22.00, -14.0, -17.9, -53.8,10,  6.66,   2.2,   2.2, -10.2,10, 20.23
   0, 3, 1,3,20,0, 22.00, -17.1, -20.3, -56.6,10,  6.66,   1.4,   1.4, -11.0,10, 19.98
   0, 3, 1,3,21,0, 22.00, -18.7, -21.4, -57.7,10,  6.66,   1.1,   1.1, -11.3,10, 19.87
   0, 3, 1,3,22,0, 19.96, -21.6,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 18.95
   0, 3, 1,3,23,0, 19.08, -24.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.24
   0, 3, 1,3,24,0, 18.63, -24.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.97
   0, 3, 2,3, 1,0, 18.32, -25.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.77
   0, 3, 2,3, 2,0, 18.03, -25.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.56
   0, 3, 2,3, 3,0, 17.76, -26.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.34
   0, 3, 2,3, 4,0, 17.50, -26.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.12
   0, 3, 2,3, 5,0, 17.22, -27.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.87
   0, 3, 2,3, 6,0, 16.92, -28.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.56
   0, 3, 2,3, 7,0, 16.72, -27.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.43
   0, 3, 2,3, 8,0, 17.73, -13.6,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 18.06
   0, 3, 2,3, 9,0, 22.00,  24.8,  -8.7, -45.6,10,  6.66,   5.6,   8.5,  -4.1,10, 23.33
   0, 3, 2,3,10,0, 22.00,  67.5,  50.9,  17.1,10,  6.66,   5.6,   6.0,  -6.2,10, 27.99
   0, 3, 2,3,11,0, 22.00,  66.5,  51.8,  22.3,10,  6.66,   5.6,   5.6,  -7.0,10, 27.80
   0, 3, 2,3,12,0, 22.00,  77.1,  64.1,  36.5,10,  6.66,   4.5,   4.5,  -8.6,10, 28.84
   0, 3, 2,3,13,0, 22.00, 108.6,  97.1,  70.7,10,  6.66,   4.5,   4.5,  -9.2,10, 32.02
   0, 3, 2,3,14,0, 22.00, 106.7,  96.7,  72.3,10,  6.66,   5.6,   5.6,  -8.7,10, 31.88
   0, 3, 2,3,15,0, 22.00,  93.0,  84.2,  60.1,10,  6.66,   5.6,   5.6,  -9.1,10, 30.57
   0, 3, 2,3,16,0, 22.00,  69.3,  61.6,  37.4,10,  6.66,   5.6,   5.6,  -9.3,10, 28.27
   0, 3, 2,3,17,0, 22.00,  38.4,  31.7,   6.9,10,  6.66,   5.6,   5.6,  -9.3,10, 25.24
   0, 3, 2,3,18,0, 22.00,   8.4,   2.7, -23.5,10,  6.66,   4.2,   4.2, -10.7,10, 22.31
   0, 3, 2,3,19,0, 22.00,  -8.7, -13.6, -42.7,10,  6.66,   2.2,   2.2, -12.7,10, 20.66
   0, 3, 2,3,20,0, 22.00, -13.9, -18.1, -50.6,10,  6.66,   1.4,   1.4, -13.5,10, 20.20
   0, 3, 2,3,21,0, 22.00, -17.0, -20.5, -55.3,10,  6.66,   1.1,   1.1, -13.8,10, 19.95
   0, 3, 2,3,22,0, 19.95, -21.0,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 18.94
   0, 3, 2,3,23,0, 19.01, -24.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.15
   0, 3, 2,3,24,0, 18.52, -25.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.83
   0, 3, 3,3, 1,0, 18.16, -25.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.58
   0, 3, 3,3, 2,0, 17.82, -26.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.31
   0, 3, 3,3, 3,0, 17.49, -27.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.03
   0, 3, 3,3, 4,0, 17.16, -28.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.72
   0, 3, 3,3, 5,0, 16.86, -29.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.46
   0, 3, 3,3, 6,0, 16.56, -29.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.19
   0, 3, 3,3, 7,0, 16.40, -28.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.10
   0, 3, 3,3, 8,0, 17.83,  -9.9,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 18.36
   0, 3, 3,3, 9,0, 22.00,  22.0, -12.4, -48.0,10,  6.66,   5.6,   8.5,  -5.6,10, 22.99
   0, 3, 3,3,10,0, 22.00,  47.2,  29.5,  -1.3,10,  6.66,   5.6,   6.0,  -7.3,10, 25.88
   0, 3, 3,3,11,0, 22.00,  38.4,  22.7,  -4.4,10,  6.66,   5.6,   5.6,  -6.6,10, 24.91
   0, 3, 3,3,12,0, 22.00,  12.6,  -1.2, -27.6,10,  6.66,   4.5,   4.5,  -6.7,10, 22.30
   0, 3, 3,3,13,0, 22.00,   9.3,  -3.0, -29.1,10,  6.66,   4.5,   4.5,  -5.6,10, 22.00
   0, 3, 3,3,14,0, 22.00,  11.6,   0.9, -25.3,10,  6.66,   5.6,   5.6,  -3.5,10, 22.29
   0, 3, 3,3,15,0, 22.00,   9.8,   0.4, -26.1,10,  6.66,   5.6,   5.6,  -2.4,10, 22.17
   0, 3, 3,3,16,0, 22.00,   5.3,  -2.9, -30.3,10,  6.66,   5.6,   5.6,  -1.8,10, 21.80
   0, 3, 3,3,17,0, 22.00,   0.3,  -6.9, -35.2,10,  6.66,   5.6,   5.6,  -1.6,10, 21.37
   0, 3, 3,3,18,0, 22.00,  -3.8, -10.0, -38.7,10,  6.66,   4.2,   4.2,  -2.6,10, 21.04
   0, 3, 3,3,19,0, 22.00,  -8.5, -13.8, -42.5,10,  6.66,   2.2,   2.2,  -4.3,10, 20.64
   0, 3, 3,3,20,0, 22.00, -11.6, -16.1, -44.9,10,  6.66,   1.4,   1.4,  -5.1,10, 20.40
   0, 3, 3,3,21,0, 22.00, -13.2, -17.0, -46.0,10,  6.66,   1.1,   1.1,  -5.2,10, 20.31
   0, 3, 3,3,22,0, 20.34, -16.2,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.52
   0, 3, 3,3,23,0, 19.58, -18.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.89
   0, 3, 3,3,24,0, 19.20, -19.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.65
   0, 3, 4,3, 1,0, 18.94, -20.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.49
   0, 3, 4,3, 2,0, 18.69, -20.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.30
   0, 3, 4,3, 3,0, 18.43, -21.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.07
   0, 3, 4,3, 4,0, 18.17, -22.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.83
   0, 3, 4,3, 5,0, 17.89, -23.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.56
   0, 3, 4,3, 6,0, 17.61, -24.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.28
   0, 3, 4,3, 7,0, 17.49, -23.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.25
   0, 3, 4,3, 8,0, 18.31, -11.9,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 18.57
   0, 3, 4,3, 9,0, 22.00,   3.7, -25.1, -55.3,10,  6.66,   5.6,   8.5,   0.7,10, 21.38
   0, 3, 4,3,10,0, 22.00,  42.5,  28.3,   1.4,10,  6.66,   5.6,   6.0,  -1.6,10, 25.60
   0, 3, 4,3,11,0, 22.00,  83.8,  71.2,  47.9,10,  6.66,   5.6,   5.6,  -2.2,10, 29.66
   0, 3, 4,3,12,0, 22.00,  93.7,  82.6,  63.2,10,  6.66,   4.5,   4.5,  -3.5,10, 30.64
   0, 3, 4,3,13,0, 22.00,  97.8,  88.1,  71.6,10,  6.66,   4.5,   4.5,  -3.8,10, 31.07
   0, 3, 4,3,14,0, 22.00,  96.7,  88.2,  73.1,10,  6.66,   5.6,   5.6,  -2.6,10, 31.01
   0, 3, 4,3,15,0, 22.00,  85.4,  78.0,  63.1,10,  6.66,   5.6,   5.6,  -2.6,10, 29.94
   0, 3, 4,3,16,0, 22.00,  57.0,  50.6,  34.8,10,  6.66,   5.6,   5.6,  -3.3,10, 27.15
   0, 3, 4,3,17,0, 22.00,  23.5,  18.0,   1.3,10,  6.66,   5.6,   5.6,  -4.3,10, 23.86
   0, 3, 4,3,18,0, 22.00,   6.5,   1.8, -15.8,10,  6.66,   4.2,   4.2,  -6.5,10, 22.22
   0, 3, 4,3,19,0, 22.00,  -1.0,  -4.9, -24.3,10,  6.66,   2.2,   2.2,  -9.3,10, 21.53
   0, 3, 4,3,20,0, 22.00,  -6.3,  -9.6, -32.7,10,  6.66,   1.4,   1.4, -11.2,10, 21.05
   0, 3, 4,3,21,0, 22.00,  -9.5, -12.2, -37.8,10,  6.66,   1.1,   1.1, -12.5,10, 20.78
   0, 3, 4,3,22,0, 20.62, -13.8,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.95
   0, 3, 4,3,23,0, 19.81, -18.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.14
   0, 3, 4,3,24,0, 19.31, -20.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.72
   0, 3, 5,3, 1,0, 18.92, -21.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.39
   0, 3, 5,3, 2,0, 18.58, -23.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.11
   0, 3, 5,3, 3,0, 18.22, -24.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.76
   0, 3, 5,3, 4,0, 17.84, -26.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.40
   0, 3, 5,3, 5,0, 17.51, -27.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.09
   0, 3, 5,3, 6,0, 17.20, -27.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.81
   0, 3, 5,3, 7,0, 17.06, -26.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.77
