様式 5. (照明)照明入力シート,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
①,①,①,①,①,①,①,室指数,,,計画照明器具仕様,,,,制御による補正,,,,,,
,,,,,,,②,③,④,⑤,⑥,⑦,⑧,⑨,⑩,⑪,⑫,⑬,⑭,
階,室名,建物用途,室用途,室面積,階高,天井高,室の間口,室の奥行,室指数,照明器具型式,機器名称,定格消費電力,台数,在室検知制御,タイムスケジュール制御,初期照度補正,明るさ感知による昼光利用制御,明るさ感知による点滅制御,照度調整調光制御,
,,,,,,,,,,,,,,,,,,,,
,,,,[㎡],[m],[m],[m],[m],[-],,（照明器具表の記号等）,[W/台],[台],,,,,,,
(転記),(転記),(転記),(転記),(転記),(転記),(転記),,,,,,,,(選択),(選択),(選択),(選択),(選択),(選択),
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
9F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
9F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
10F,院生用共同研究室1001,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,院生用共同研究室1002,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,院生用共同研究室1003,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,院生用共同研究室1004,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,院生用共同研究室1005,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,大学院共同演習室1006,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
10F,共同研究室1007,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
10F,共同研究室1008,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,共同研究室1009,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,共同研究室1010,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,共同研究室1011,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,共同研究室1012,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,院生用共同研究室1013,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,院生用共同研究室1014,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
10F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,16,4,,,,,,,
10F,ミーティングブース1,学校等,事務室,36,,2.7,,,1.1,ブラケット,WL52,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ダウンライト,aL141,16,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
10F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,24,1,,,,,,,
10F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,16,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
10F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
10F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
11F,院生共同研究室1101,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,30,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,10,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
11F,大学院共同演習室1102,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
11F,院生用共同演習室1103,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,ベーシックベースライト(調光可能),Ca162C,46,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
11F,院生用共同演習室1104,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,院生用共同演習室1105,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,院生用共同演習室1106,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,院生用共同演習室1107,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,院生用共同演習室1108,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,院生用共同演習室1109,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,院生用共同演習室1110,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
11F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,16,4,,,,,,,
11F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ブラケット,WL52,16,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
11F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,24,1,,,,,,,
11F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,16,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
11F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
11F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
12F,院生共同研究室1201,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,30,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,10,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
12F,大学院共同演習室1202,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
12F,院生用共同研究室1203,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
12F,院生用共同研究室1204,学校等,研究室,29.64,,2.7,3.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,ディスカッションコーナー3,学校等,事務室,24.75,,2.7,5.5,4.5,,ベーシックベースライト(調光可能),Ca322C,72,9,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,院生用共同研究室1205,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,院生用共同研究室1206,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,院生用共同研究室1207,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,院生用共同研究室1208,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,ミーティングブース1,学校等,事務室,36,,2.7,,,1.6,ブラケット,WL52,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
12F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,16,4,,,,,,,
12F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ダウンライト,aL141,16,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
12F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,18.2,1,,,,,,,
12F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,16,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
12F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
12F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
13F,院生共同研究室1301,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,30,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,10,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
13F,院生用共同研究室1302,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,印刷コピー室1303,学校等,研究室,24.18,,2.7,3.1,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,院生協議会室1304,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
13F,院生用共同研究室1305,学校等,研究室,29.64,,2.7,3.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,ディスカッションコーナー3,学校等,事務室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,9,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,院生用共同研究室1306,学校等,研究室,29.64,,2.7,3.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,院生用共同研究室1307,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,院生用共同研究室1308,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,院生用共同研究室1309,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
13F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,16,4,,,,,,,
13F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ブラケット,WL52,16,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
13F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,24,1,,,,,,,
13F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,16,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
13F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
13F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
14F,院生共同研究室1401,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,30,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,10,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,5,,,,,,,
14F,大学院共同演習室1402,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
14F,院生用共同研究室1403,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
14F,院生用共同研究室1404,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,院生用共同研究室1405,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,院生用共同研究室1406,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,院生用共同研究室1407,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,院生用共同研究室1408,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,院生用共同研究室1409,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,院生用共同研究室1410,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,共通談話室,学校等,事務室,36,,2.7,,,1.6,ブラケット,WL52,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
14F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,16,4,,,,,,,
14F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ダウンライト,aL141,16,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
14F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,24,1,,,,,,,
14F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,16,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
14F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
14F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
15F,院生共同研究室1501,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,24,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,8,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
15F,院生用共同研究室1502,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,大学院共同研究室1503,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
15F,院生用共同研究室1504,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,12,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
15F,院生用共同研究室1505,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,院生用共同研究室1506,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,院生用共同研究室1507,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,院生用共同研究室1508,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,院生用共同研究室1509,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,院生用共同研究室1510,学校等,研究室,24.96,,2.7,3.2,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,院生用共同研究室1511,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
15F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,16,4,,,,,,,
15F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ブラケット,WL52,16,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
15F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,24,1,,,,,,,
15F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,14,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
15F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
15F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,16,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
16F,研究室1601,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,24,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,8,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
16F,研究室1602,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,18,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,6,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
16F,研究室1603,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,18,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
