３　照明,,,,,,,,,,,,,,,,,,,,,,,,
,,室の仕様,,,,,,,計画照明器具仕様,,,制御による補正係数,,,,,,,,,,,,
階数,室名,室用途,天井高,室の間口,室の奥行,面積,室指数,"照明器具
型式",照明器具表の記号,"消費
電力",台数,在室検知制御,,,,,タイムスケジュール制御,,初期照度補正制御,明るさ感知制御,,,,
,,,,,,,,,,,,廊下（減光）,廊下（点滅）,事務室(6.4m角),事務室(3.4m角),事務室(器具毎),,,,点滅制御,片側採光,,両側採光,
,,,,,,,間口・奥行,,,,,,,,,,減光,消灯,,,VB制御 有,VB制御 無,VB制御 有,VB制御 無
,,,,,,,の記載が,,,,,,,,,,,,,,,,,
,,,,,,,無い場合,,,,,,,,,,,,,,,,,
,,,[m],[m],[m],[㎡],に記入,,,[W/台],[台],,,,,,,,,,,,,
2F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
2F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
2F,機械室1,電気・機械室（標準）,3.8,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
2F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
2F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
2F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
2F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
2F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
2F,2FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
2F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
2F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
2F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
2F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
2F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
2F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
2F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
2F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
2F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
2F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
3F,3F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,,,,,,■,,,,,■
3F,3F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,,,,,,■,,,,,■
3F,廊下,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
3F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
3F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
3F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
3F,機械室1,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
3F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
3F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
3F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
3F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
3F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
3F,3FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
3F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
3F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
3F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
3F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
3F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
3F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
3F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
3F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
3F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
3F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
4F,4F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,,,,,,■,,,,,■
4F,4F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,,,,,,■,,,,,■
4F,廊下,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
4F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
4F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
4F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
4F,機械室1,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
4F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
4F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
4F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
4F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
4F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
4F,4FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
4F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
4F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
4F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
4F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
4F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
4F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
4F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
4F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
4F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
4F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
5F,5F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,,,,,,■,,,,,■
5F,5F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,,,,,,■,,,,,■
5F,廊下,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
5F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
5F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
5F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
5F,機械室1,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
5F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
5F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
5F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
5F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
5F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
5F,5FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
5F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
5F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
5F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
5F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
5F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
5F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
5F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
5F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
5F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
5F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
6F,6F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,,,,,,■,,,,,■
6F,6F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,,,,,,■,,,,,■
6F,廊下,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
6F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
6F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
6F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
6F,機械室1,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
6F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
6F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
6F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
6F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
6F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
6F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
6F,6FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
6F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
6F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
6F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
6F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
6F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
6F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
6F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
6F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
6F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
7F,7F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,94,160,,,,,,,,■,,,,,■
7F,7F事務室,事務室,2.6,37,17,623,,埋込下面ルーバー,,47,40,,,,,,,,■,,,,,■
7F,廊下,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
7F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
7F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
7F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
7F,機械室1,電気・機械室（標準）,3.8,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
7F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
7F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
7F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
7F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
7F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
7F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
7F,7FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
7F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
7F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
7F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
7F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
7F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
7F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
7F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
7F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
7F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
8F,8F事務室,事務室,2.6,29.3,17,495.1,,埋込下面ルーバー,,94,128,,,,,,,,■,,,,,■
8F,8F事務室,事務室,2.6,29.3,17,495.1,,埋込下面ルーバー,,47,32,,,,,,,,■,,,,,■
8F,セミナールーム,事務室,2.6,7.7,17,127.9,,埋込下面ルーバー,,94,32,,,,,,,,■,,,,,■
8F,セミナールーム,事務室,2.6,7.7,17,127.9,,埋込下面ルーバー,,47,8,,,,,,,,■,,,,,■
8F,廊下,廊下,2.4,,,88.6,0.696451204,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
8F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
8F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
8F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
8F,機械室1,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
8F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
8F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
8F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
8F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
8F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
8F,8FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
8F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
8F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
8F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
8F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
